text,domain,intent
rate the egg collecting and bird life of australia saga a one,inscope,RateBook
is it going to be warm today at saint martin in port orford,inscope,GetWeather
when will the daffodils bloom this year,oos,oos
will it get colder in camp san saba  latvia in one minute and eight seconds ,inscope,GetWeather
will it be stormy not far from id on 10/2/2021,inscope,GetWeather
movie schedule for harkins theatres,inscope,SearchScreeningEvent
add splendido hotel to my verano forever,inscope,AddToPlaylist
i want you to add must b 21 to acoustic covers the mash ups ,inscope,AddToPlaylist
play an eighties track ,inscope,PlayMusic
find the movies and movie times in the neighbourhood ,inscope,SearchScreeningEvent
will there be hail in kaffir,inscope,GetWeather
what s the weather like in ojo amarillo,inscope,GetWeather
show minutes to midnight photograph,inscope,SearchCreativeWork
find a game called an aerial joy ride ,inscope,SearchCreativeWork
play a concerto from the nineties,inscope,PlayMusic
i want a table for 4 at any kind of goiano bar,inscope,BookRestaurant
find the movie don’t break the heart that loves you,inscope,SearchCreativeWork
play some fourties andrew lloyd webber on groove shark,inscope,PlayMusic
start up my independent music monday playlist ,inscope,PlayMusic
play a 2014 theme from greg pattillo,inscope,PlayMusic
will it be warmer now in covenant life,inscope,GetWeather
book a table for seven in a pub in iraq which offers gluten free food about 141 days from now ,inscope,BookRestaurant
what will the weather be in montserrat,inscope,GetWeather
book a table for me and savannah in lauderdale lakes,inscope,BookRestaurant
add gabrial mcnair to my love in paris list,inscope,AddToPlaylist
the far side of the world chronicle deserves three out of 6 points ,inscope,RateBook
what are puffins,oos,oos
can you find me the restless natives,inscope,SearchCreativeWork
please book a restaurant for nine members on august 25 in dc,inscope,BookRestaurant
rate the current essay 2 stars,inscope,RateBook
how does my current htc phone compare to other android phones,oos,oos
add blue feather to the nature noise playlist,inscope,AddToPlaylist
book a table for 5 at a pub during my macedonia trip that serves czech food ,inscope,BookRestaurant
i am giving this novel 3 stars,inscope,RateBook
is android better than iphone,oos,oos
give 2 out of 6 stars to current chronicle,inscope,RateBook
find five came back for me,inscope,SearchCreativeWork
find animated movies in the neighborhood,inscope,SearchScreeningEvent
what animated movies are playing at the closest movie theatre,inscope,SearchScreeningEvent
find movie times ,inscope,SearchScreeningEvent
why did we elect this woman who made amazon leave and take its jobs with it,oos,oos
what are the movie times for movies premiering in the neighbourhood ,inscope,SearchScreeningEvent
put jazzy b on lazy chill afternoon playlist,inscope,AddToPlaylist
i would rate this novel 2 points and a best rating of 6,inscope,RateBook
i need a reservation for four at a restaurant,inscope,BookRestaurant
show the feed the kitty painting,inscope,SearchCreativeWork
what is the humidity in missouri city sc,inscope,GetWeather
add this album to my hot house playlist,inscope,AddToPlaylist
take a ride on the ferris wheel,oos,oos
find a movie called greatest time of year ,inscope,SearchCreativeWork
i need to find the creative work prince hours,inscope,SearchCreativeWork
me and robin need reservations for somewhere in palau,inscope,BookRestaurant
rate my current essay 1 out of 6 stars,inscope,RateBook
give this saga a 4,inscope,RateBook
find once upon a time in the west,inscope,SearchCreativeWork
i would like to add to my plalist  visjoner onto the old school metal one,inscope,AddToPlaylist
open up internet browser,oos,oos
play the track goodbye alexander  goodbye honey boy from ehsaan noorani,inscope,PlayMusic
open lastfm  play top hits of simon webbe,inscope,PlayMusic
add philip labonte to women of r&b playlist,inscope,AddToPlaylist
can you add psycho to canciones que lo van a petar,inscope,AddToPlaylist
find me the novel titled fertile ground,inscope,SearchCreativeWork
i need to book a table for three at a restaurant in south sudan ,inscope,BookRestaurant
book a restaurant in northern mariana islands with kristine  alisha and florine ,inscope,BookRestaurant
will it hail today in west point at 11:36:48,inscope,GetWeather
is blood is not fresh water playing at this movie theatre at 2 am,inscope,SearchScreeningEvent
please find me the book step into my groove ,inscope,SearchCreativeWork
fold my hand,oos,oos
i want to hear any top five music from gene autry,inscope,PlayMusic
give 4 out of 6 stars to current chronicle,inscope,RateBook
is it colder today in college park then in serbia and montenegro,inscope,GetWeather
give 4 stars to the current essay,inscope,RateBook
play music off youtube ,inscope,PlayMusic
add song to trap land,inscope,AddToPlaylist
what s the weather in the current place,inscope,GetWeather
add paul young to my retrovisor,inscope,AddToPlaylist
i want to listen to the album magical girl lyrical nanoha strikers,inscope,SearchCreativeWork
can you look for the creative work called no gravity,inscope,SearchCreativeWork
play circus farm by deana carter ,inscope,PlayMusic
play music by don reno,inscope,PlayMusic
show me the movie haunted spooks,inscope,SearchCreativeWork
give two points out of 6 to this novel,inscope,RateBook
show me the song the incredible hulk returns,inscope,SearchCreativeWork
play some latin music ,inscope,PlayMusic
find films closest to a cinema,inscope,SearchScreeningEvent
give two out of 6 stars saga called the big question,inscope,RateBook
give this book chronicle four stars,inscope,RateBook
what time is the daring dobermans playing,inscope,SearchScreeningEvent
rate the book oath of swords three for 6,inscope,RateBook
add this song by torch to my sing along playlist,inscope,AddToPlaylist
what is the weather forecast for here,inscope,GetWeather
add reggaeton classics in playlist jennie  jennie,inscope,AddToPlaylist
rate this textbook 4 out of 6 stars,inscope,RateBook
find a song called you cross my path ,inscope,SearchCreativeWork
book a table for 10 at the dunbrody country house hotel in serbia,inscope,BookRestaurant
how many calories does jumping up and down burn,oos,oos
what is the forecast for harrison–crawford state forest,inscope,GetWeather
book a carolina style restaurant in north korea for my grandkid and i,inscope,BookRestaurant
give the god machine two of 6 points,inscope,RateBook
book a table at a pub in china ,inscope,BookRestaurant
tell me more about bill gates,oos,oos
start a portfolio on venture capital funding for me to look over,oos,oos
i want to watch the tv show official detective,inscope,SearchCreativeWork
book a top-rated restaurant in milton-freewater ,inscope,BookRestaurant
book a spot distant from the neighborhood on the week-end,inscope,BookRestaurant
what new reality shows are there for 2019,oos,oos
play some mike burney on google music ,inscope,PlayMusic
add the song to the pure seduction playlists,inscope,AddToPlaylist
find a photograph called free the universe,inscope,SearchCreativeWork
search for the show champagne showers,inscope,SearchCreativeWork
find out where parking is close to the stadium,oos,oos
find becoming royston,inscope,SearchCreativeWork
find the schedule for to shoot an elephant at the nearest movie theatre ,inscope,SearchScreeningEvent
national lampoon tenth anniversary anthology 1970–1980 is a 4 out of 6 read,inscope,RateBook
add welcome to the cruel world to my reggae classics,inscope,AddToPlaylist
play 25 to life by paul riley on deezer ,inscope,PlayMusic
is it going to be warmer in town kelloe bank,inscope,GetWeather
find me the book called suffer,inscope,SearchCreativeWork
play the track grow old with me by artist chloe rose lattanzi,inscope,PlayMusic
book a table for 1 person at a popular brasserie in jansen that serves english food,inscope,BookRestaurant
what is the movie schedule for loews cineplex entertainment,inscope,SearchScreeningEvent
add singing in the trees to rena s lo mejor de radio 3 playlist ,inscope,AddToPlaylist
play me something miles davis did with a symphony,inscope,PlayMusic
play my de camino playlist,inscope,PlayMusic
what will the weather be like on august 1  2026 in maryland,inscope,GetWeather
play a paul davis melody,inscope,PlayMusic
what is the weather like in the city of frewen in the country of venezuela,inscope,GetWeather
play a fifties album on itunes ,inscope,PlayMusic
rate this current essay five stars out of 6 total,inscope,RateBook
i want to book a tea house for 4 that serves madeleine,inscope,BookRestaurant
what are the movie times at landmark theatres,inscope,SearchScreeningEvent
book a restaurant table at the food court in the spa sixteen hours from now,inscope,BookRestaurant
add ernie hawkins to the dubstep playlist  ,inscope,AddToPlaylist
find me showtimes for animated movies in the neighbourhood ,inscope,SearchScreeningEvent
add atticus ross to the electrosafari playlist,inscope,AddToPlaylist
can you tell me what the weather is like at sam d  hamilton noxubee national wildlife refuge,inscope,GetWeather
what time will the closest movie house be playing mark shoots first,inscope,SearchScreeningEvent
add this artist to my pop punk s not dead,inscope,AddToPlaylist
make me a list of the top ten reviewed hiking boots on jetcom,oos,oos
book a spot at a sushis diner in minnesota,inscope,BookRestaurant
please play different slanguages by fred labour ,inscope,PlayMusic
is millions in the air playing at the cinema,inscope,SearchScreeningEvent
i am giving this current textbook zero out of 6 stars,inscope,RateBook
what is the weather forecast in va,inscope,GetWeather
what is the forecast for temperate conditions in thailand in lopeno,inscope,GetWeather
check the nanny cam and send the feed to my phone,oos,oos
is thenaruvi playing at the douglas theatre company in one hour,inscope,SearchScreeningEvent
rate measuring the world one points,inscope,RateBook
give this textbook a five,inscope,RateBook
find heroquest ii: legacy of sorasil ,inscope,SearchCreativeWork
add the second three years to my workout twerkout playlist,inscope,AddToPlaylist
play some melody from the eighties on spotify,inscope,PlayMusic
i need a table for six at a bar that serves varenyky,inscope,BookRestaurant
give 1 points to current textbook,inscope,RateBook
show me a video game made by tmpgenc ,inscope,SearchCreativeWork
give star songs of an old primate 4 out of 6 points,inscope,RateBook
play 2003 ben burnley on spotify,inscope,PlayMusic
